x,y,T_max,T_final
0.110000,-0.050000,293.000000,293.000000
0.111000,-0.050000,293.000000,293.000000
0.112000,-0.050000,293.000000,293.000000
0.113000,-0.050000,293.000000,293.000000
0.114000,-0.050000,293.000000,293.000000
0.115000,-0.050000,293.000000,293.000000
0.116000,-0.050000,293.000000,293.000000
0.117000,-0.050000,293.000000,293.000000
0.118000,-0.050000,293.000000,293.000000
0.119000,-0.050000,293.000000,293.000000
0.120000,-0.050000,293.000000,293.000000
0.121000,-0.050000,293.000000,293.000000
0.122000,-0.050000,293.000000,293.000000
0.123000,-0.050000,293.000000,293.000000
0.124000,-0.050000,293.000000,293.000000
0.125000,-0.050000,293.000000,293.000000
0.126000,-0.050000,293.000000,293.000000
0.127000,-0.050000,293.000000,293.000000
0.128000,-0.050000,293.000000,293.000000
0.129000,-0.050000,293.000000,293.000000
0.130000,-0.050000,293.000000,293.000000
0.131000,-0.050000,293.000000,293.000000
0.132000,-0.050000,293.000000,293.000000
0.133000,-0.050000,293.000000,293.000000
0.134000,-0.050000,293.000000,293.000000
0.135000,-0.050000,293.000000,293.000000
0.136000,-0.050000,293.000000,293.000000
0.137000,-0.050000,293.000000,293.000000
0.138000,-0.050000,293.000000,293.000000
0.139000,-0.050000,293.000000,293.000000
0.140000,-0.050000,293.000000,293.000000
0.141000,-0.050000,293.000000,293.000000
0.142000,-0.050000,293.000000,293.000000
0.143000,-0.050000,293.000000,293.000000
0.144000,-0.050000,293.000000,293.000000
0.145000,-0.050000,293.000000,293.000000
0.146000,-0.050000,293.000000,293.000000
0.147000,-0.050000,293.000000,293.000000
0.148000,-0.050000,293.000000,293.000000
0.149000,-0.050000,293.000000,293.000000
0.150000,-0.050000,293.000000,293.000000
0.000000,-0.049000,293.000000,293.000000
0.001000,-0.049000,293.242076,293.242076
0.002000,-0.049000,293.483970,293.483970
0.003000,-0.049000,293.725501,293.725501
0.004000,-0.049000,293.966488,293.966488
0.005000,-0.049000,294.206747,294.206747
0.006000,-0.049000,294.446097,294.446097
0.007000,-0.049000,294.684356,294.684356
0.008000,-0.049000,294.921338,294.921338
0.009000,-0.049000,295.156862,295.156862
0.010000,-0.049000,295.390742,295.390742
0.011000,-0.049000,295.622794,295.622794
0.012000,-0.049000,295.852832,295.852832
0.013000,-0.049000,296.080670,296.080670
0.014000,-0.049000,296.306122,296.306122
0.015000,-0.049000,296.529000,296.529000
0.016000,-0.049000,296.749117,296.749117
0.017000,-0.049000,296.966284,296.966284
0.018000,-0.049000,297.180314,297.180314
0.019000,-0.049000,297.391017,297.391017
0.020000,-0.049000,297.598204,297.598204
0.021000,-0.049000,297.801687,297.801687
0.022000,-0.049000,298.001275,298.001275
0.023000,-0.049000,298.196779,298.196779
0.024000,-0.049000,298.388010,298.388010
0.025000,-0.049000,298.574777,298.574777
0.026000,-0.049000,298.756890,298.756890
0.027000,-0.049000,298.934159,298.934159
0.028000,-0.049000,299.106393,299.106393
0.029000,-0.049000,299.273400,299.273400
0.030000,-0.049000,299.434990,299.434990
0.031000,-0.049000,299.590968,299.590968
0.032000,-0.049000,299.741140,299.741140
0.033000,-0.049000,299.885311,299.885311
0.034000,-0.049000,300.023282,300.023282
0.035000,-0.049000,300.154853,300.154853
0.036000,-0.049000,300.279821,300.279821
0.037000,-0.049000,300.397977,300.397977
0.038000,-0.049000,300.509111,300.509111
0.039000,-0.049000,300.613006,300.613006
0.040000,-0.049000,300.709439,300.709439
0.041000,-0.049000,300.798182,300.798182
0.042000,-0.049000,300.878998,300.878998
0.043000,-0.049000,300.951643,300.951643
0.044000,-0.049000,301.015863,301.015863
0.045000,-0.049000,301.071394,301.071394
0.046000,-0.049000,301.117962,301.117962
0.047000,-0.049000,301.155281,301.155281
0.048000,-0.049000,301.183051,301.183051
0.049000,-0.049000,301.200960,301.200960
0.050000,-0.049000,301.208682,301.208682
0.051000,-0.049000,301.205878,301.205878
0.052000,-0.049000,301.192191,301.192191
0.053000,-0.049000,301.167253,301.167253
0.054000,-0.049000,301.130677,301.130677
0.055000,-0.049000,301.082065,301.082065
0.056000,-0.049000,301.021005,301.021005
0.057000,-0.049000,300.947069,300.947069
0.058000,-0.049000,300.859822,300.859822
0.059000,-0.049000,300.758815,300.758815
0.060000,-0.049000,300.643596,300.643596
0.061000,-0.049000,300.513706,300.513706
0.062000,-0.049000,300.368687,300.368687
0.063000,-0.049000,300.208084,300.208084
0.064000,-0.049000,300.031452,300.031452
0.065000,-0.049000,299.838359,299.838359
0.066000,-0.049000,299.628396,299.628396
0.067000,-0.049000,299.401183,299.401183
0.068000,-0.049000,299.156380,299.156380
0.069000,-0.049000,298.893692,298.893692
0.070000,-0.049000,298.612885,298.612885
0.071000,-0.049000,298.313798,298.313798
0.072000,-0.049000,297.996352,297.996352
0.073000,-0.049000,297.660569,297.660569
0.074000,-0.049000,297.306585,297.306585
0.075000,-0.049000,296.934667,296.934667
0.076000,-0.049000,296.585461,296.585461
0.077000,-0.049000,296.259082,296.259082
0.078000,-0.049000,295.955398,295.955398
0.079000,-0.049000,295.674057,295.674057
0.080000,-0.049000,295.414513,295.414513
0.081000,-0.049000,295.176055,295.176055
0.082000,-0.049000,294.957837,294.957837
0.083000,-0.049000,294.758905,294.758905
0.084000,-0.049000,294.578220,294.578220
0.085000,-0.049000,294.414687,294.414687
0.086000,-0.049000,294.267174,294.267174
0.087000,-0.049000,294.134532,294.134532
0.088000,-0.049000,294.015616,294.015616
0.089000,-0.049000,293.909295,293.909295
0.090000,-0.049000,293.814474,293.814474
0.091000,-0.049000,293.730093,293.730093
0.092000,-0.049000,293.655146,293.655146
0.093000,-0.049000,293.588683,293.588683
0.094000,-0.049000,293.529813,293.529813
0.095000,-0.049000,293.477709,293.477709
0.096000,-0.049000,293.431611,293.431611
0.097000,-0.049000,293.390822,293.390822
0.098000,-0.049000,293.354709,293.354709
0.099000,-0.049000,293.322703,293.322703
0.100000,-0.049000,293.294291,293.294291
0.101000,-0.049000,293.269017,293.269017
0.102000,-0.049000,293.246480,293.246480
0.103000,-0.049000,293.226322,293.226322
0.104000,-0.049000,293.208233,293.208233
0.105000,-0.049000,293.191941,293.191941
0.106000,-0.049000,293.177213,293.177213
0.107000,-0.049000,293.163845,293.163845
0.108000,-0.049000,293.151664,293.151664
0.109000,-0.049000,293.140519,293.140519
0.110000,-0.049000,293.130286,293.130286
0.111000,-0.049000,293.120855,293.120855
0.112000,-0.049000,293.112135,293.112135
0.113000,-0.049000,293.104050,293.104050
0.114000,-0.049000,293.096533,293.096533
0.115000,-0.049000,293.089530,293.089530
0.116000,-0.049000,293.082992,293.082992
0.117000,-0.049000,293.076882,293.076882
0.118000,-0.049000,293.071164,293.071164
0.119000,-0.049000,293.065810,293.065810
0.120000,-0.049000,293.060794,293.060794
0.121000,-0.049000,293.056095,293.056095
0.122000,-0.049000,293.051693,293.051693
0.123000,-0.049000,293.047571,293.047571
0.124000,-0.049000,293.043714,293.043714
0.125000,-0.049000,293.040107,293.040107
0.126000,-0.049000,293.036737,293.036737
0.127000,-0.049000,293.033591,293.033591
0.128000,-0.049000,293.030659,293.030659
0.129000,-0.049000,293.027929,293.027929
0.130000,-0.049000,293.025390,293.025390
0.131000,-0.049000,293.023033,293.023033
0.132000,-0.049000,293.020846,293.020846
0.133000,-0.049000,293.018821,293.018821
0.134000,-0.049000,293.016946,293.016946
0.135000,-0.049000,293.015214,293.015214
0.136000,-0.049000,293.013614,293.013614
0.137000,-0.049000,293.012136,293.012136
0.138000,-0.049000,293.010772,293.010772
0.139000,-0.049000,293.009513,293.009513
0.140000,-0.049000,293.008349,293.008349
0.141000,-0.049000,293.007271,293.007271
0.142000,-0.049000,293.006270,293.006270
0.143000,-0.049000,293.005338,293.005338
0.144000,-0.049000,293.004465,293.004465
0.145000,-0.049000,293.003644,293.003644
0.146000,-0.049000,293.002864,293.002864
0.147000,-0.049000,293.002119,293.002119
0.148000,-0.049000,293.001398,293.001398
0.149000,-0.049000,293.000695,293.000695
0.150000,-0.049000,293.000000,293.000000
0.000000,-0.048000,293.000000,293.000000
0.001000,-0.048000,293.484462,293.484462
0.002000,-0.048000,293.968561,293.968561
0.003000,-0.048000,294.451935,294.451935
0.004000,-0.048000,294.934220,294.934220
0.005000,-0.048000,295.415052,295.415052
0.006000,-0.048000,295.894067,295.894067
0.007000,-0.048000,296.370899,296.370899
0.008000,-0.048000,296.845182,296.845182
0.009000,-0.048000,297.316550,297.316550
0.010000,-0.048000,297.784633,297.784633
0.011000,-0.048000,298.249062,298.249062
0.012000,-0.048000,298.709466,298.709466
0.013000,-0.048000,299.165474,299.165474
0.014000,-0.048000,299.616713,299.616713
0.015000,-0.048000,300.062808,300.062808
0.016000,-0.048000,300.503385,300.503385
0.017000,-0.048000,300.938067,300.938067
0.018000,-0.048000,301.366479,301.366479
0.019000,-0.048000,301.788243,301.788243
0.020000,-0.048000,302.202981,302.202981
0.021000,-0.048000,302.610315,302.610315
0.022000,-0.048000,303.009867,303.009867
0.023000,-0.048000,303.401258,303.401258
0.024000,-0.048000,303.784108,303.784108
0.025000,-0.048000,304.158038,304.158038
0.026000,-0.048000,304.522669,304.522669
0.027000,-0.048000,304.877621,304.877621
0.028000,-0.048000,305.222511,305.222511
0.029000,-0.048000,305.556959,305.556959
0.030000,-0.048000,305.880580,305.880580
0.031000,-0.048000,306.192989,306.192989
0.032000,-0.048000,306.493799,306.493799
0.033000,-0.048000,306.782617,306.782617
0.034000,-0.048000,307.059050,307.059050
0.035000,-0.048000,307.322696,307.322696
0.036000,-0.048000,307.573149,307.573149
0.037000,-0.048000,307.809995,307.809995
0.038000,-0.048000,308.032812,308.032812
0.039000,-0.048000,308.241169,308.241169
0.040000,-0.048000,308.434620,308.434620
0.041000,-0.048000,308.612709,308.612709
0.042000,-0.048000,308.774965,308.774965
0.043000,-0.048000,308.920899,308.920899
0.044000,-0.048000,309.050004,309.050004
0.045000,-0.048000,309.161754,309.161754
0.046000,-0.048000,309.255601,309.255601
0.047000,-0.048000,309.330972,309.330972
0.048000,-0.048000,309.387270,309.387270
0.049000,-0.048000,309.423870,309.423870
0.050000,-0.048000,309.440123,309.440123
0.051000,-0.048000,309.435345,309.435345
0.052000,-0.048000,309.408828,309.408828
0.053000,-0.048000,309.359829,309.359829
0.054000,-0.048000,309.287580,309.287580
0.055000,-0.048000,309.191280,309.191280
0.056000,-0.048000,309.070100,309.070100
0.057000,-0.048000,308.923187,308.923187
0.058000,-0.048000,308.749663,308.749663
0.059000,-0.048000,308.548631,308.548631
0.060000,-0.048000,308.319178,308.319178
0.061000,-0.048000,308.060381,308.060381
0.062000,-0.048000,307.771319,307.771319
0.063000,-0.048000,307.451072,307.451072
0.064000,-0.048000,307.098739,307.098739
0.065000,-0.048000,306.713450,306.713450
0.066000,-0.048000,306.294372,306.294372
0.067000,-0.048000,305.840731,305.840731
0.068000,-0.048000,305.351831,305.351831
0.069000,-0.048000,304.827067,304.827067
0.070000,-0.048000,304.265951,304.265951
0.071000,-0.048000,303.668137,303.668137
0.072000,-0.048000,303.033448,303.033448
0.073000,-0.048000,302.361900,302.361900
0.074000,-0.048000,301.653739,301.653739
0.075000,-0.048000,300.909473,300.909473
0.076000,-0.048000,300.210496,300.210496
0.077000,-0.048000,299.557059,299.557059
0.078000,-0.048000,298.948914,298.948914
0.079000,-0.048000,298.385370,298.385370
0.080000,-0.048000,297.865352,297.865352
0.081000,-0.048000,297.387453,297.387453
0.082000,-0.048000,296.949996,296.949996
0.083000,-0.048000,296.551082,296.551082
0.084000,-0.048000,296.188646,296.188646
0.085000,-0.048000,295.860507,295.860507
0.086000,-0.048000,295.564409,295.564409
0.087000,-0.048000,295.298061,295.298061
0.088000,-0.048000,295.059178,295.059178
0.089000,-0.048000,294.845507,294.845507
0.090000,-0.048000,294.654856,294.654856
0.091000,-0.048000,294.485111,294.485111
0.092000,-0.048000,294.334263,294.334263
0.093000,-0.048000,294.200408,294.200408
0.094000,-0.048000,294.081769,294.081769
0.095000,-0.048000,293.976693,293.976693
0.096000,-0.048000,293.883656,293.883656
0.097000,-0.048000,293.801266,293.801266
0.098000,-0.048000,293.728256,293.728256
0.099000,-0.048000,293.663484,293.663484
0.100000,-0.048000,293.605927,293.605927
0.101000,-0.048000,293.554671,293.554671
0.102000,-0.048000,293.508909,293.508909
0.103000,-0.048000,293.467928,293.467928
0.104000,-0.048000,293.431106,293.431106
0.105000,-0.048000,293.397899,293.397899
0.106000,-0.048000,293.367836,293.367836
0.107000,-0.048000,293.340512,293.340512
0.108000,-0.048000,293.315578,293.315578
0.109000,-0.048000,293.292735,293.292735
0.110000,-0.048000,293.271729,293.271729
0.111000,-0.048000,293.252344,293.252344
0.112000,-0.048000,293.234397,293.234397
0.113000,-0.048000,293.217732,293.217732
0.114000,-0.048000,293.202219,293.202219
0.115000,-0.048000,293.187747,293.187747
0.116000,-0.048000,293.174222,293.174222
0.117000,-0.048000,293.161564,293.161564
0.118000,-0.048000,293.149706,293.149706
0.119000,-0.048000,293.138588,293.138588
0.120000,-0.048000,293.128162,293.128162
0.121000,-0.048000,293.118382,293.118382
0.122000,-0.048000,293.109210,293.109210
0.123000,-0.048000,293.100612,293.100612
0.124000,-0.048000,293.092556,293.092556
0.125000,-0.048000,293.085014,293.085014
0.126000,-0.048000,293.077959,293.077959
0.127000,-0.048000,293.071367,293.071367
0.128000,-0.048000,293.065215,293.065215
0.129000,-0.048000,293.059479,293.059479
0.130000,-0.048000,293.054139,293.054139
0.131000,-0.048000,293.049172,293.049172
0.132000,-0.048000,293.044560,293.044560
0.133000,-0.048000,293.040281,293.040281
0.134000,-0.048000,293.036317,293.036317
0.135000,-0.048000,293.032646,293.032646
0.136000,-0.048000,293.029249,293.029249
0.137000,-0.048000,293.026108,293.026108
0.138000,-0.048000,293.023204,293.023204
0.139000,-0.048000,293.020516,293.020516
0.140000,-0.048000,293.018027,293.018027
0.141000,-0.048000,293.015718,293.015718
0.142000,-0.048000,293.013569,293.013569
0.143000,-0.048000,293.011563,293.011563
0.144000,-0.048000,293.009682,293.009682
0.145000,-0.048000,293.007907,293.007907
0.146000,-0.048000,293.006220,293.006220
0.147000,-0.048000,293.004603,293.004603
0.148000,-0.048000,293.003040,293.003040
0.149000,-0.048000,293.001511,293.001511
0.150000,-0.048000,293.000000,293.000000
0.000000,-0.047000,293.000000,293.000000
0.001000,-0.047000,293.727464,293.727464
0.002000,-0.047000,294.454385,294.454385
0.003000,-0.047000,295.180219,295.180219
0.004000,-0.047000,295.904421,295.904421
0.005000,-0.047000,296.626447,296.626447
0.006000,-0.047000,297.345750,297.345750
0.007000,-0.047000,298.061784,298.061784
0.008000,-0.047000,298.773999,298.773999
0.009000,-0.047000,299.481846,299.481846
0.010000,-0.047000,300.184772,300.184772
0.011000,-0.047000,300.882224,300.882224
0.012000,-0.047000,301.573646,301.573646
0.013000,-0.047000,302.258482,302.258482
0.014000,-0.047000,302.936173,302.936173
0.015000,-0.047000,303.606158,303.606158
0.016000,-0.047000,304.267876,304.267876
0.017000,-0.047000,304.920764,304.920764
0.018000,-0.047000,305.564258,305.564258
0.019000,-0.047000,306.197794,306.197794
0.020000,-0.047000,306.820804,306.820804
0.021000,-0.047000,307.432724,307.432724
0.022000,-0.047000,308.032985,308.032985
0.023000,-0.047000,308.621021,308.621021
0.024000,-0.047000,309.196265,309.196265
0.025000,-0.047000,309.758148,309.758148
0.026000,-0.047000,310.306102,310.306102
0.027000,-0.047000,310.839558,310.839558
0.028000,-0.047000,311.357945,311.357945
0.029000,-0.047000,311.860692,311.860692
0.030000,-0.047000,312.347225,312.347225
0.031000,-0.047000,312.816968,312.816968
0.032000,-0.047000,313.269340,313.269340
0.033000,-0.047000,313.703756,313.703756
0.034000,-0.047000,314.119625,314.119625
0.035000,-0.047000,314.516349,314.516349
0.036000,-0.047000,314.893320,314.893320
0.037000,-0.047000,315.249919,315.249919
0.038000,-0.047000,315.585515,315.585515
0.039000,-0.047000,315.899463,315.899463
0.040000,-0.047000,316.191097,316.191097
0.041000,-0.047000,316.459737,316.459737
0.042000,-0.047000,316.704675,316.704675
0.043000,-0.047000,316.925182,316.925182
0.044000,-0.047000,317.120501,317.120501
0.045000,-0.047000,317.289842,317.289842
0.046000,-0.047000,317.432386,317.432386
0.047000,-0.047000,317.547276,317.547276
0.048000,-0.047000,317.633616,317.633616
0.049000,-0.047000,317.690473,317.690473
0.050000,-0.047000,317.716868,317.716868
0.051000,-0.047000,317.711781,317.711781
0.052000,-0.047000,317.674146,317.674146
0.053000,-0.047000,317.602849,317.602849
0.054000,-0.047000,317.496732,317.496732
0.055000,-0.047000,317.354592,317.354592
0.056000,-0.047000,317.175183,317.175183
0.057000,-0.047000,316.957216,316.957216
0.058000,-0.047000,316.699367,316.699367
0.059000,-0.047000,316.400279,316.400279
0.060000,-0.047000,316.058573,316.058573
0.061000,-0.047000,315.672851,315.672851
0.062000,-0.047000,315.241710,315.241710
0.063000,-0.047000,314.763754,314.763754
0.064000,-0.047000,314.237609,314.237609
0.065000,-0.047000,313.661938,313.661938
0.066000,-0.047000,313.035466,313.035466
0.067000,-0.047000,312.356998,312.356998
0.068000,-0.047000,311.625448,311.625448
0.069000,-0.047000,310.839866,310.839866
0.070000,-0.047000,309.999473,309.999473
0.071000,-0.047000,309.103699,309.103699
0.072000,-0.047000,308.152216,308.152216
0.073000,-0.047000,307.144990,307.144990
0.074000,-0.047000,306.082322,306.082322
0.075000,-0.047000,304.964901,304.964901
0.076000,-0.047000,303.915081,303.915081
0.077000,-0.047000,302.933278,302.933278
0.078000,-0.047000,302.019162,302.019162
0.079000,-0.047000,301.171738,301.171738
0.080000,-0.047000,300.389431,300.389431
0.081000,-0.047000,299.670167,299.670167
0.082000,-0.047000,299.011463,299.011463
0.083000,-0.047000,298.410501,298.410501
0.084000,-0.047000,297.864213,297.864213
0.085000,-0.047000,297.369349,297.369349
0.086000,-0.047000,296.922545,296.922545
0.087000,-0.047000,296.520386,296.520386
0.088000,-0.047000,296.159456,296.159456
0.089000,-0.047000,295.836388,295.836388
0.090000,-0.047000,295.547902,295.547902
0.091000,-0.047000,295.290839,295.290839
0.092000,-0.047000,295.062184,295.062184
0.093000,-0.047000,294.859089,294.859089
0.094000,-0.047000,294.678888,294.678888
0.095000,-0.047000,294.519102,294.519102
0.096000,-0.047000,294.377445,294.377445
0.097000,-0.047000,294.251826,294.251826
0.098000,-0.047000,294.140345,294.140345
0.099000,-0.047000,294.041286,294.041286
0.100000,-0.047000,293.953109,293.953109
0.101000,-0.047000,293.874444,293.874444
0.102000,-0.047000,293.804074,293.804074
0.103000,-0.047000,293.740931,293.740931
0.104000,-0.047000,293.684075,293.684075
0.105000,-0.047000,293.632691,293.632691
0.106000,-0.047000,293.586069,293.586069
0.107000,-0.047000,293.543598,293.543598
0.108000,-0.047000,293.504754,293.504754
0.109000,-0.047000,293.469088,293.469088
0.110000,-0.047000,293.436216,293.436216
0.111000,-0.047000,293.405814,293.405814
0.112000,-0.047000,293.377605,293.377605
0.113000,-0.047000,293.351357,293.351357
0.114000,-0.047000,293.326872,293.326872
0.115000,-0.047000,293.303984,293.303984
0.116000,-0.047000,293.282551,293.282551
0.117000,-0.047000,293.262454,293.262454
0.118000,-0.047000,293.243590,293.243590
0.119000,-0.047000,293.225872,293.225872
0.120000,-0.047000,293.209225,293.209225
0.121000,-0.047000,293.193581,293.193581
0.122000,-0.047000,293.178884,293.178884
0.123000,-0.047000,293.165081,293.165081
0.124000,-0.047000,293.152125,293.152125
0.125000,-0.047000,293.139974,293.139974
0.126000,-0.047000,293.128587,293.128587
0.127000,-0.047000,293.117926,293.117926
0.128000,-0.047000,293.107957,293.107957
0.129000,-0.047000,293.098646,293.098646
0.130000,-0.047000,293.089959,293.089959
0.131000,-0.047000,293.081863,293.081863
0.132000,-0.047000,293.074329,293.074329
0.133000,-0.047000,293.067323,293.067323
0.134000,-0.047000,293.060816,293.060816
0.135000,-0.047000,293.054777,293.054777
0.136000,-0.047000,293.049175,293.049175
0.137000,-0.047000,293.043981,293.043981
0.138000,-0.047000,293.039163,293.039163
0.139000,-0.047000,293.034693,293.034693
0.140000,-0.047000,293.030540,293.030540
0.141000,-0.047000,293.026674,293.026674
0.142000,-0.047000,293.023066,293.023066
0.143000,-0.047000,293.019686,293.019686
0.144000,-0.047000,293.016506,293.016506
0.145000,-0.047000,293.013496,293.013496
0.146000,-0.047000,293.010628,293.010628
0.147000,-0.047000,293.007872,293.007872
0.148000,-0.047000,293.005201,293.005201
0.149000,-0.047000,293.002587,293.002587
0.150000,-0.047000,293.000000,293.000000
0.000000,-0.046000,293.000000,293.000000
0.001000,-0.046000,293.971378,293.971378
0.002000,-0.046000,294.942033,294.942033
0.003000,-0.046000,295.911241,295.911241
0.004000,-0.046000,296.878278,296.878278
0.005000,-0.046000,297.842417,297.842417
0.006000,-0.046000,298.802933,298.802933
0.007000,-0.046000,299.759097,299.759097
0.008000,-0.046000,300.710178,300.710178
0.009000,-0.046000,301.655445,301.655445
0.010000,-0.046000,302.594162,302.594162
0.011000,-0.046000,303.525593,303.525593
0.012000,-0.046000,304.448998,304.448998
0.013000,-0.046000,305.363637,305.363637
0.014000,-0.046000,306.268766,306.268766
0.015000,-0.046000,307.163639,307.163639
0.016000,-0.046000,308.047508,308.047508
0.017000,-0.046000,308.919626,308.919626
0.018000,-0.046000,309.779241,309.779241
0.019000,-0.046000,310.625601,310.625601
0.020000,-0.046000,311.457954,311.457954
0.021000,-0.046000,312.275547,312.275547
0.022000,-0.046000,313.077625,313.077625
0.023000,-0.046000,313.863435,313.863435
0.024000,-0.046000,314.632220,314.632220
0.025000,-0.046000,315.383227,315.383227
0.026000,-0.046000,316.115700,316.115700
0.027000,-0.046000,316.828881,316.828881
0.028000,-0.046000,317.522014,317.522014
0.029000,-0.046000,318.194338,318.194338
0.030000,-0.046000,318.845092,318.845092
0.031000,-0.046000,319.473509,319.473509
0.032000,-0.046000,320.078820,320.078820
0.033000,-0.046000,320.660246,320.660246
0.034000,-0.046000,321.217004,321.217004
0.035000,-0.046000,321.748300,321.748300
0.036000,-0.046000,322.253326,322.253326
0.037000,-0.046000,322.731262,322.731262
0.038000,-0.046000,323.181270,323.181270
0.039000,-0.046000,323.602493,323.602493
0.040000,-0.046000,323.994051,323.994051
0.041000,-0.046000,324.355037,324.355037
0.042000,-0.046000,324.684514,324.684514
0.043000,-0.046000,324.981514,324.981514
0.044000,-0.046000,325.245030,325.245030
0.045000,-0.046000,325.474015,325.474015
0.046000,-0.046000,325.667378,325.667378
0.047000,-0.046000,325.823981,325.823981
0.048000,-0.046000,325.942632,325.942632
0.049000,-0.046000,326.022089,326.022089
0.050000,-0.046000,326.061048,326.061048
0.051000,-0.046000,326.058148,326.058148
0.052000,-0.046000,326.011965,326.011965
0.053000,-0.046000,325.921015,325.921015
0.054000,-0.046000,325.783749,325.783749
0.055000,-0.046000,325.598554,325.598554
0.056000,-0.046000,325.363761,325.363761
0.057000,-0.046000,325.077641,325.077641
0.058000,-0.046000,324.738413,324.738413
0.059000,-0.046000,324.344251,324.344251
0.060000,-0.046000,323.893293,323.893293
